2001 super output areas - lower layer,mnemonic,"22 : Publishing, printing and reproduction of recorded media",,24 : Manufacture of chemicals and chemical products,,30 : Manufacture of office machinery and computers,,"32 : Manufacture of radio, television and communication equipment and apparatus",,"33 : Manufacture of medical, precision and optical instruments, watches and clocks",,"50 : Sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel",,"51 : Wholesale trade and commission trade, except of motor vehicles and motorcycles",,64 : Post and telecommunications,,"65 : Financial intermediation, except insurance and pension funding",,"66 : Insurance and pension funding, except compulsory social security",,67 : Activities auxiliary to financial intermediation,,72 : Computer and related activites,,73 : Research and development,,74 : Other business activities,,75 : Public administration and defence; compulsory social security,,80 : Education,,85 : Health and social work,,"92 : Recreational, cultural and sporting activities"
Tower Hamlets 003A,E01004228,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,10,,125,,0,,75,,15
Tower Hamlets 003B,E01004230,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,25,,0,,35,,5,,15
Tower Hamlets 004D,E01004231,0,,0,,0,,0,,0,,45,,0,,0,,0,,0,,0,,0,,0,,20,,30,,150,,100,,15
Tower Hamlets 004C,E01004229,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,50,,0,,125,,5,,0
Tower Hamlets 004B,E01004227,350,,0,,0,,0,,0,,45,,210,,50,,10,,0,,0,,15,,0,,2000,,125,,0,,40,,40
Tower Hamlets 004A,E01004225,0,,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,25,,0,,60,,0,,150,,10,,5
Tower Hamlets 005B,E01004202,15,,0,,0,,0,,0,,5,,20,,175,,0,,0,,0,,5,,0,,150,,0,,5,,125,,10
Tower Hamlets 005C,E01004203,0,,0,,0,,0,,0,,20,,40,,0,,75,,0,,0,,5,,0,,250,,0,,20,,125,,35
Tower Hamlets 005D,E01004204,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,100,,20,,5
Tower Hamlets 005A,E01004200,0,,5,,0,,0,,5,,0,,5,,0,,0,,0,,0,,5,,0,,70,,0,,0,,5,,25
Tower Hamlets 006A,E01004311,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,5,,0,,20,,150,,5
Tower Hamlets 006B,E01004314,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,35,,0,,75,,0,,40
Tower Hamlets 006C,E01004315,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,45,,0,,70,,0,,35,,10,,25
Tower Hamlets 006D,E01004318,5,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,,0,,15,,0,,0,,25,,0
Tower Hamlets 007D,E01004266,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,35,,0,,125,,0,,0
Tower Hamlets 007C,E01004263,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,75,,40,,0
Tower Hamlets 007A,E01004259,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,5,,5,,0,,50,,1250,,250,,50,,25
Tower Hamlets 007B,E01004260,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,25,,200,,20,,40,,25
Tower Hamlets 008A,E01004235,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Tower Hamlets 008B,E01004236,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,75,,150,,0
Tower Hamlets 008C,E01004237,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,,20,,45,,0,,5
Tower Hamlets 008D,E01004238,175,,10,,0,,0,,5,,5,,350,,5,,0,,0,,0,,5,,0,,200,,0,,125,,125,,0
Tower Hamlets 008E,E01004239,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Tower Hamlets 009C,E01004316,0,,0,,0,,0,,0,,0,,30,,0,,0,,0,,0,,10,,0,,160,,0,,5,,10,,75
Tower Hamlets 009D,E01004317,25,,0,,0,,5,,0,,0,,100,,0,,5,,0,,5,,45,,0,,100,,0,,125,,50,,70
Tower Hamlets 009A,E01004312,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,5,,0,,150,,0,,0
Tower Hamlets 009B,E01004313,0,,0,,0,,0,,0,,0,,100,,0,,0,,0,,5,,5,,0,,35,,75,,250,,25,,10
Tower Hamlets 010C,E01004264,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0
Tower Hamlets 010D,E01004265,0,,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,5,,0,,20,,0,,0,,20,,5
Tower Hamlets 010A,E01004261,0,,0,,0,,0,,5,,40,,30,,0,,20,,0,,0,,15,,20,,35,,0,,2000,,35,,0
Tower Hamlets 010B,E01004262,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,45,,5,,0,,1250,,15
Tower Hamlets 011A,E01004207,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,30,,0,,50,,45,,0
Tower Hamlets 011B,E01004209,40,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,10,,25
Tower Hamlets 011C,E01004210,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,0,,0,,5,,0,,150,,0,,0
Tower Hamlets 011D,E01004212,0,,0,,0,,0,,0,,5,,50,,0,,0,,0,,0,,5,,0,,15,,20,,20,,25,,25
Tower Hamlets 011E,E01004213,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0
Tower Hamlets 012A,E01004240,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0
Tower Hamlets 012B,E01004241,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,75,,0,,50,,45,,0
Tower Hamlets 012C,E01004242,350,,5,,0,,0,,20,,5,,75,,0,,0,,0,,0,,0,,0,,125,,0,,0,,200,,5
Tower Hamlets 012D,E01004267,0,,0,,0,,0,,0,,5,,15,,0,,0,,0,,0,,5,,0,,40,,125,,50,,75,,0
Tower Hamlets 012E,E01004268,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,600,,0,,50,,0
Tower Hamlets 013D,E01004211,0,,0,,0,,0,,0,,25,,10,,5,,40,,0,,5,,10,,0,,60,,0,,50,,40,,35
Tower Hamlets 013C,E01004208,0,,0,,0,,0,,0,,20,,40,,0,,5,,5,,0,,10,,5,,190,,0,,0,,35,,150
Tower Hamlets 013A,E01004205,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,300,,0,,0
Tower Hamlets 013B,E01004206,0,,0,,0,,0,,0,,25,,5,,0,,0,,0,,0,,0,,0,,15,,0,,0,,5,,0
Tower Hamlets 014A,E01004269,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,400,,0,,75,,15
Tower Hamlets 014B,E01004270,0,,0,,0,,0,,0,,0,,20,,0,,5,,0,,0,,5,,0,,15,,20,,0,,20,,20
Tower Hamlets 014C,E01004271,0,,0,,0,,0,,0,,10,,5,,0,,0,,0,,0,,0,,0,,5,,0,,45,,50,,5
Tower Hamlets 014D,E01004272,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,225,,0,,0
Tower Hamlets 014E,E01004273,10,,0,,0,,0,,0,,0,,175,,0,,0,,0,,0,,0,,0,,0,,0,,75,,200,,0
Tower Hamlets 015A,E01004306,10,,5,,0,,0,,0,,0,,35,,0,,10,,0,,0,,250,,0,,150,,0,,40,,25,,35
Tower Hamlets 015B,E01004307,50,,0,,0,,0,,0,,5,,180,,100,,850,,150,,3250,,850,,25,,4000,,20,,45,,250,,210
Tower Hamlets 015C,E01004308,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,45,,10,,0,,100,,175,,15
Tower Hamlets 015D,E01004309,45,,0,,0,,0,,0,,0,,110,,0,,175,,0,,10,,25,,0,,170,,5,,100,,225,,20
Tower Hamlets 015E,E01004310,10,,0,,0,,0,,0,,0,,120,,5,,25,,5,,125,,75,,0,,250,,0,,700,,300,,40
Tower Hamlets 016A,E01004283,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,5,,5,,0,,5,,0,,100,,150,,0
Tower Hamlets 016B,E01004287,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,20,,5,,0,,20,,5
Tower Hamlets 016C,E01004289,0,,0,,0,,0,,0,,0,,0,,45,,0,,0,,0,,5,,0,,5,,0,,225,,0,,5
Tower Hamlets 016D,E01004290,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,5,,5,,0,,25,,0,,15,,450,,5
Tower Hamlets 017A,E01004322,0,,0,,0,,0,,0,,0,,5,,300,,300,,0,,0,,125,,0,,240,,75,,600,,4500,,5
Tower Hamlets 017B,E01004323,0,,0,,0,,0,,0,,0,,15,,0,,30,,0,,0,,25,,0,,20,,0,,0,,45,,15
Tower Hamlets 017C,E01004324,0,,0,,0,,0,,0,,0,,35,,0,,0,,0,,0,,5,,0,,5,,0,,40,,5,,0
Tower Hamlets 017D,E01004326,0,,0,,0,,0,,0,,15,,90,,10,,0,,0,,0,,5,,0,,15,,0,,100,,20,,20
Tower Hamlets 018A,E01004245,0,,0,,0,,0,,0,,10,,50,,0,,0,,0,,0,,0,,0,,10,,10,,0,,0,,0
Tower Hamlets 018B,E01004246,10,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,50,,15,,450,,35,,15
Tower Hamlets 018C,E01004248,5,,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,0,,10,,0,,0,,0,,5
Tower Hamlets 018D,E01004249,5,,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,0,,0,,20,,0,,10,,0,,5
Tower Hamlets 019D,E01004288,0,,0,,0,,0,,0,,40,,5,,0,,0,,0,,0,,0,,0,,0,,0,,300,,0,,0
Tower Hamlets 019A,E01004284,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,5,,0,,15,,0,,225,,125,,0
Tower Hamlets 019B,E01004285,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,10,,0,,75,,0,,5
Tower Hamlets 019C,E01004286,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,,0,,15,,0,,100,,100,,0
Tower Hamlets 020C,E01004247,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,100,,0,,0,,10,,5
Tower Hamlets 020D,E01004250,0,,0,,0,,0,,0,,0,,25,,0,,0,,0,,0,,10,,0,,0,,0,,40,,5,,5
Tower Hamlets 020A,E01004243,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,50,,15,,0
Tower Hamlets 020B,E01004244,0,,0,,0,,0,,0,,0,,5,,15,,15,,0,,0,,0,,0,,15,,0,,175,,75,,10
Tower Hamlets 021D,E01004325,10,,0,,0,,0,,0,,40,,240,,5,,50,,35,,225,,75,,0,,300,,400,,600,,250,,30
Tower Hamlets 021A,E01004319,0,,0,,0,,0,,0,,5,,30,,0,,0,,0,,0,,0,,0,,20,,0,,0,,20,,0
Tower Hamlets 021B,E01004320,10,,0,,0,,15,,0,,5,,75,,400,,600,,400,,1250,,400,,75,,3250,,700,,35,,600,,20
Tower Hamlets 021C,E01004321,0,,10,,0,,0,,0,,0,,250,,0,,50,,0,,0,,5,,5,,230,,0,,75,,75,,5
Tower Hamlets 022B,E01004300,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,20,,5
Tower Hamlets 022C,E01004304,0,,0,,0,,0,,0,,0,,35,,0,,20,,0,,0,,0,,0,,10,,0,,300,,0,,50
Tower Hamlets 022D,E01004305,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,45,,5,,225,,150,,0
Tower Hamlets 022A,E01004298,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,175,,5
Tower Hamlets 023A,E01004251,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,15,,0,,50,,0,,150
Tower Hamlets 023B,E01004254,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,35,,0,,60,,0,,75,,30,,20
Tower Hamlets 023C,E01004255,20,,0,,0,,0,,0,,0,,15,,125,,0,,0,,0,,15,,0,,125,,0,,75,,75,,5
Tower Hamlets 023D,E01004258,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,15,,0,,110,,0,,0,,0,,15
Tower Hamlets 024C,E01004256,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,500,,0,,0
Tower Hamlets 024D,E01004257,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,75,,0,,25,,5
Tower Hamlets 024A,E01004252,10,,0,,0,,0,,0,,0,,5,,175,,10,,0,,0,,30,,0,,130,,225,,75,,150,,30
Tower Hamlets 024B,E01004253,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,10,,0
Tower Hamlets 025A,E01004299,5,,0,,0,,0,,0,,15,,5,,0,,0,,0,,5,,30,,0,,70,,0,,0,,20,,20
Tower Hamlets 025B,E01004301,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,10,,0,,45,,0,,10
Tower Hamlets 025C,E01004302,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,50,,0,,0,,0
Tower Hamlets 025D,E01004303,0,,0,,0,,0,,0,,5,,30,,0,,0,,0,,0,,10,,0,,450,,150,,100,,0,,0
Tower Hamlets 026A,E01004292,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,35,,0,,20,,0,,45,,10,,30
Tower Hamlets 026B,E01004294,2500,,0,,0,,0,,0,,75,,125,,150,,300,,75,,350,,220,,0,,850,,0,,75,,100,,350
Tower Hamlets 026C,E01004295,0,,0,,0,,0,,0,,25,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,35
Tower Hamlets 026D,E01004296,5,,0,,0,,0,,0,,0,,75,,10,,0,,0,,0,,75,,0,,220,,0,,0,,0,,75
Tower Hamlets 027C,E01004297,0,,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,25,,0,,80,,0,,40,,5,,5
Tower Hamlets 027B,E01004293,100,,0,,5,,0,,0,,0,,125,,500,,100,,75,,900,,325,,0,,950,,15,,5,,20,,450
Tower Hamlets 027A,E01004291,5,,0,,0,,0,,0,,0,,10,,0,,0,,0,,5,,30,,0,,80,,100,,0,,20,,10
Tower Hamlets 028B,E01004219,50,,0,,30,,0,,0,,15,,5,,175,,0,,0,,0,,5,,0,,40,,0,,50,,35,,5
Tower Hamlets 028C,E01004220,500,,0,,0,,0,,15,,0,,50,,400,,0,,0,,450,,425,,0,,900,,2250,,30,,175,,500
Tower Hamlets 028D,E01004221,5,,0,,0,,0,,0,,0,,15,,10,,1250,,0,,10,,60,,0,,300,,5,,15,,75,,20
Tower Hamlets 028A,E01004215,50,,0,,0,,0,,0,,0,,100,,250,,700,,250,,500,,950,,0,,4750,,450,,125,,75,,75
Tower Hamlets 029A,E01004277,200,,0,,0,,0,,0,,0,,425,,30,,26000,,25,,10500,,220,,0,,1875,,0,,25,,200,,600
Tower Hamlets 029B,E01004278,2000,,10,,0,,0,,0,,40,,1500,,325,,17000,,700,,2250,,750,,0,,7000,,225,,175,,350,,2500
Tower Hamlets 029C,E01004279,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,5,,30,,0,,450,,0,,0,,40,,5
Tower Hamlets 029D,E01004280,25,,0,,0,,0,,0,,0,,20,,0,,5,,0,,5,,60,,0,,400,,0,,125,,0,,100
Tower Hamlets 030B,E01004216,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,15,,0,,5,,0,,0
Tower Hamlets 030C,E01004217,1000,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,15,,0,,10,,35,,0,,0,,75
Tower Hamlets 030D,E01004218,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,5,,15,,0,,15,,0,,75,,5,,0
Tower Hamlets 030A,E01004214,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,10,,5
Tower Hamlets 031D,E01004281,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,35,,0,,15,,0,,0,,0,,0
Tower Hamlets 031E,E01004282,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,30,,0,,35,,0,,0,,20,,0
Tower Hamlets 031A,E01004274,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,20,,0,,0,,10,,0
Tower Hamlets 031B,E01004275,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,20,,0,,20,,50,,0,,10,,5
Tower Hamlets 031C,E01004276,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,35,,0,,35,,0,,0,,0,,20
Wandsworth 001A,E01004560,5,,0,,0,,0,,0,,0,,25,,5,,0,,0,,5,,20,,0,,180,,45,,15,,75,,40
Wandsworth 001B,E01004566,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,5,,5,,35,,5,,0,,25,,10
Wandsworth 001C,E01004582,30,,5,,0,,0,,0,,20,,25,,10,,0,,0,,0,,25,,0,,1875,,0,,5,,75,,130
Wandsworth 001D,E01004583,10,,0,,0,,5,,0,,10,,25,,15,,5,,0,,15,,20,,0,,180,,900,,45,,175,,15
Wandsworth 002E,E01004567,0,,0,,0,,0,,0,,0,,250,,0,,0,,0,,0,,0,,0,,10,,0,,30,,20,,0
Wandsworth 002A,E01004561,0,,0,,0,,0,,0,,35,,25,,0,,10,,0,,25,,25,,0,,1250,,50,,125,,15,,20
Wandsworth 002B,E01004562,100,,0,,0,,0,,0,,175,,1375,,2500,,0,,0,,0,,5,,10,,475,,1000,,45,,10,,15
Wandsworth 002C,E01004563,35,,0,,0,,0,,0,,10,,35,,0,,0,,0,,0,,5,,0,,40,,0,,0,,30,,5
Wandsworth 002D,E01004564,50,,5,,0,,0,,0,,10,,475,,5,,0,,0,,0,,250,,0,,210,,0,,0,,50,,50
Wandsworth 003A,E01004539,40,,0,,0,,0,,0,,0,,5,,0,,0,,0,,20,,0,,0,,50,,0,,125,,0,,0
Wandsworth 003B,E01004540,0,,0,,0,,0,,0,,15,,25,,0,,5,,0,,0,,10,,0,,60,,0,,10,,75,,125
Wandsworth 003D,E01004584,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0
Wandsworth 003C,E01004577,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,5,,0,,60,,0,,0,,75,,15
Wandsworth 004A,E01004578,20,,0,,0,,0,,0,,175,,130,,400,,35,,0,,5,,90,,0,,350,,0,,0,,10,,80
Wandsworth 004B,E01004579,0,,0,,0,,0,,5,,0,,5,,5,,0,,0,,0,,20,,0,,80,,0,,0,,50,,10
Wandsworth 004C,E01004580,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,60,,0,,25,,75,,45
Wandsworth 004D,E01004581,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,20,,15,,5,,110,,0,,225,,10,,15
Wandsworth 005B,E01004590,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,20,,0,,45,,5,,5
Wandsworth 005C,E01004591,5,,0,,0,,0,,0,,5,,45,,0,,0,,0,,0,,15,,5,,100,,0,,35,,75,,20
Wandsworth 005D,E01004592,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,30,,0,,50,,0,,0
Wandsworth 005A,E01004565,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,20,,0,,0,,5,,5
Wandsworth 006A,E01004604,0,,0,,0,,0,,0,,0,,0,,0,,25,,0,,0,,10,,0,,40,,0,,0,,5,,125
Wandsworth 006B,E01004605,5,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,15,,0,,70,,0,,30,,20,,20
Wandsworth 006C,E01004606,0,,0,,0,,0,,0,,0,,35,,0,,0,,0,,0,,15,,0,,130,,0,,50,,15,,35
Wandsworth 006D,E01004607,5,,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,30,,0,,200,,0,,75,,200,,30
Wandsworth 006E,E01004608,5,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,10,,0,,60,,0,,0,,5,,30
Wandsworth 007D,E01004541,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,15,,0,,50,,40,,5
Wandsworth 007A,E01004535,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,10
Wandsworth 007B,E01004537,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,35,,0
Wandsworth 007C,E01004538,0,,0,,0,,15,,0,,0,,35,,0,,0,,0,,0,,5,,0,,30,,0,,0,,30,,5
Wandsworth 008B,E01004536,0,,0,,0,,0,,0,,5,,10,,0,,0,,0,,0,,15,,0,,25,,75,,40,,75,,10
Wandsworth 008A,E01004534,0,,0,,0,,0,,0,,5,,10,,0,,5,,0,,0,,25,,0,,325,,0,,75,,50,,20
Wandsworth 008C,E01004552,15,,5,,0,,0,,0,,0,,20,,5,,20,,0,,0,,20,,0,,850,,0,,5,,75,,15
Wandsworth 008E,E01004588,0,,0,,0,,0,,0,,0,,15,,225,,50,,0,,25,,20,,0,,475,,0,,0,,50,,75
Wandsworth 008D,E01004585,10,,0,,0,,0,,0,,0,,15,,5,,0,,0,,0,,40,,0,,190,,50,,0,,30,,75
Wandsworth 009C,E01004586,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,20,,0,,35,,0,,0,,20,,5
Wandsworth 009D,E01004587,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,25,,0,,45,,0,,175,,0,,5
Wandsworth 009E,E01004589,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,15,,0,,60,,0,,0,,5,,15
Wandsworth 009A,E01004554,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,40,,0,,0,,0,,10
Wandsworth 009B,E01004556,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,45,,0,,100,,25,,10
Wandsworth 010A,E01004509,10,,0,,0,,0,,10,,300,,150,,5,,35,,0,,0,,35,,0,,250,,350,,75,,450,,160
Wandsworth 010B,E01004511,5,,0,,0,,35,,0,,40,,50,,0,,0,,0,,0,,10,,0,,60,,125,,45,,30,,35
Wandsworth 010E,E01004609,10,,0,,0,,0,,0,,10,,75,,15,,150,,0,,0,,600,,0,,1125,,0,,25,,250,,130
Wandsworth 010C,E01004602,30,,0,,0,,0,,0,,25,,30,,0,,0,,0,,0,,15,,0,,450,,0,,100,,5,,15
Wandsworth 010D,E01004603,175,,0,,0,,0,,0,,5,,200,,0,,0,,0,,100,,75,,0,,400,,550,,100,,75,,140
Wandsworth 011B,E01004638,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,40,,0,,50,,35,,10
Wandsworth 011C,E01004639,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,10,,0,,60,,0,,50,,15,,10
Wandsworth 011D,E01004640,0,,0,,0,,0,,0,,25,,5,,0,,0,,0,,0,,15,,0,,40,,25,,0,,20,,10
Wandsworth 011E,E01004641,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,30,,0,,0,,5,,5
Wandsworth 011A,E01004506,10,,0,,0,,10,,0,,0,,40,,125,,10,,0,,10,,110,,30,,650,,0,,50,,150,,15
Wandsworth 012B,E01004510,15,,0,,0,,0,,0,,25,,30,,0,,0,,0,,5,,5,,0,,80,,200,,50,,30,,35
Wandsworth 012A,E01004508,20,,0,,0,,0,,0,,5,,25,,0,,0,,0,,5,,10,,0,,200,,0,,75,,25,,15
Wandsworth 012C,E01004514,0,,0,,0,,0,,5,,5,,20,,0,,0,,0,,0,,5,,0,,80,,900,,75,,300,,150
Wandsworth 012D,E01004515,0,,0,,0,,0,,0,,0,,5,,15,,0,,0,,0,,10,,0,,40,,0,,0,,200,,0
Wandsworth 012E,E01004551,0,,0,,0,,0,,0,,0,,20,,10,,50,,0,,0,,5,,0,,120,,30,,0,,10,,30
Wandsworth 013B,E01004574,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,25,,0
Wandsworth 013C,E01004575,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,100,,40,,125
Wandsworth 013D,E01004576,10,,0,,0,,0,,0,,0,,10,,0,,0,,0,,5,,15,,0,,100,,0,,175,,225,,300
Wandsworth 013A,E01004568,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,50,,0,,1000,,35,,10
Wandsworth 014E,E01004507,5,,0,,0,,0,,0,,15,,45,,0,,0,,0,,0,,40,,0,,450,,40,,200,,150,,300
Wandsworth 014A,E01004500,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,15,,0,,60,,0,,400,,0,,5
Wandsworth 014B,E01004501,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,20,,0,,0,,45,,0
Wandsworth 014C,E01004503,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,30,,0,,0,,75,,5
Wandsworth 014D,E01004505,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,25,,0,,30,,20,,5
Wandsworth 015B,E01004557,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,80,,0,,75,,100,,25
Wandsworth 015C,E01004558,0,,0,,0,,0,,0,,5,,10,,0,,0,,0,,0,,15,,0,,50,,0,,0,,10,,15
Wandsworth 015D,E01004559,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,25,,0,,35,,10,,20
Wandsworth 015A,E01004553,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,50,,0,,60,,0,,20,,20,,125
Wandsworth 015E,E01004619,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,5,,0,,45,,0,,5,,0,,15
Wandsworth 016B,E01004642,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,75,,40,,0
Wandsworth 016C,E01004643,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,70,,0,,0,,25,,5
Wandsworth 016D,E01004644,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,15,,0,,50,,0,,0,,700,,10
Wandsworth 016E,E01004645,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,50,,125,,5
Wandsworth 016A,E01004572,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,25,,0,,35,,35,,5
Wandsworth 017E,E01004555,0,,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,5,,0,,40,,0,,100,,10,,5
Wandsworth 017D,E01004550,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,20,,0,,150,,400,,10
Wandsworth 017A,E01004477,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,50,,0,,10,,50,,5
